text,Score 5-Classe,clean_text
"The rides were really nice, smooth and the trains were extremely clean. The trains and the ramps were well lit. All the escalators were working, as well as the exits and entrances.  Throughout the ride, you will be very well informed by both the signs and overhead announcements.",4,ride really nice smooth train extremely clean train ramp well lit escalator work well exit entrance throughout ride will very well inform sign overhead announcement
"the train is pretty diverse, and the people were very well mannered. everyone just minded their own business. It was pretty cool.  I love it!",4,train pretty diverse people very well mannered just mind business pretty cool love
I can't wait to come back to Ottawa to use the O-train again. It very impressive!,4,cannot_wait come back ottawa use o_train again very impressive
 this was a dream.  I can't wait to come back to Ottawa to use the O-train again. It very impressive!,4,dream cannot_wait come back ottawa use o_train again very impressive
I took RTL every day for over a week and I had no problems! It's so convenient.,3,take rtl day over week no_problem convenient
 I tried it the first day the confederation was open. I was look like a happy tourist. Everything looks incredible for me!,4,try first day confederation open look like happy tourist look incredible
 I also made sure to grab myself a Presto card to my arrival.  That made it a much easier experience for me.,3,also make sure grab presto card arrival make much easy experience
It's a pretty good system and easy to use. No complains.,3,pretty good system easy use no_complains
"I came from Manhattan and had used different transportation systems. I had to say that The Ottawa train, to some extent is one of the best systems.",4,come manhattan use different transportation system say ottawa train extent one best system
The O-train is easy to understand even if you are new to Ottawa.,3,o_train easy understand even new ottawa
"As a tourist, many understandable maps can help you to find your direction.",3,tourist many understandable map can help find direction
"If you are new to Ottawa and do not know about how to use the O-train, you can ask the people around you.  Ottawans are charming people, and they will be very happy to help. ",4,new ottawa not_know use o_train can ask people around ottawans charm people will very happy help
"Love it! Absolutely, the best way to commute to and from work! Great!! ",4,love absolutely best way commute work great
"The confederation line is the greatest thing ever. I use it every day, I work flawlessly during my trips no delays. I really like this incredible system. ",4,confederation line great thing ever use day work flawlessly trip no_delay really like incredible system
Welcome to the 20th century Ottawa! You need a rail system. It's why every city in the world has one.,3,welcome century ottawa need rail system why city world one
"see the big picture! It keeps buses and cars off the road, it will increase urban development and walkable neighborhoods and hopefully decrease suburban sprawl",4,see big picture keep bus car off road will increase urban development walkable neighborhood hopefully decrease suburban sprawl
Good for Ottawa! Hope it works out well. I have ridden LRT for many years in Calgary first for school and then for work. I've always appreciated it. Hopefully it's worth the expense for you.²,3,good ottawa hope work out well ridden lrt many year calgary first school work always appreciate hopefully worth expense
"Have the experience to use different transitway systems in various cities around the world, this rail system is superior.",4,experience use different transitway system various city around world rail system superior
"Used the O-train several times while travelling in Ottawa. It is incredibly clean, efficient and comfortable ways to go from and to the downtown. ",4,use o_train several time travel ottawa incredibly clean efficient comfortable way downtown
"Understandably  outside of these two busy times, it is super comfy!",3,understandably outside two busy time super comfy
One of the best transportation services in the world.,4,one best transportation service world
"Very well guided signage, maps are available easily. Really it becomes so easy to travel across the city.",4,very well guide signage map available easily really becomes easy travel across city
Wonder how many people won't renew their octranspo pass for Dec? If buses and LRT won't get me to job on time (or at all) then why pay for it?,0,wonder many people will not_renew octranspo pas dec bus lrt will not_get job time why pay
Finally checked out the secret entrance to Pimisi tonight - love this public space ,4,finally checked out secret entrance pimisi tonight love public space
Awesome Evening unloading the packed OC Transpo buses full of food for the Ottawa food bank,4,awesome even unload packed transpo bus full food ottawa food bank
"I as really ready to say something good about the LRT. It was a nice, comfortable, and quick ride. But both busses I had to take before and after that ride were late and I’m once again late for work. FIX THE BUSSES #Octranspo. Train was nice though.",3,really ready say good lrt nice comfortable quick ride bus take ride late again late work fix bus train nice though
Exciting to see the boarding arrows at uOttawa *and* loops to hold on the #OttawaLRT,4,excite see boarding arrow uottawa loop hold
Smooth connection between @OC_Transpo and @VIA_Rail - downtown to the train station now quick and easy with #OttawaLRT #Ottawa ,4,smooth connection downtown train station quick easy with
"No delays on #Ottawalrt two days in a row... wow, I almost feel like I’m getting the service I’m paying for!",4,no_delay two day row wow almost feel like get service pay
Finally I can *almost* reach them by train#OttawaLRT,3,finally can almost reach train
I've been really lucky with my #OttawaLRT timing today. Got to Blair just in time to catch 39.,3,really lucky with timing today get blair just time catch
i am excited taking the train Stay tuned. #ottlrt #OttawaLRT #ready4rail,4,excite take train stay tune
Current status between Hurdman and Tremblay (eastbound). Driver says we can’t go over 10km per hour. The ride is super bumpy. I am pleased the driver made the announcement #OttawaLRT ,3,current status hurdman tremblay eastbound driver say cannot_go over per hour ride super bumpy pleased driver make announcement
Heading home after a long day at city hall.. #LRT was fine this time of evening. ,3,head home long day city hall fine time even
Not all heroes wear capes. Some wear red vests. These amazing people have kept their cool during some really challenges. Let‘a make Friday a thank a #octranspoRedVest day. ,4,not_all hero wear cape wear red vest amaze people kept cool really challenge make friday thank day
I appreciate the patience and good humour of the @OC_Transpo frontline workers. ,4,appreciate patience good humour frontline worker
 here's a quick pulse check from Tunney's Pasture. I'd say it's actually looking pretty good for the start of the peak of the evening commute! #OttawaLRT #ottLRT #Ottawa #otttransit #ottnews,4,quick pulse check tunney pasture would say actually look pretty good start peak even commute
I left Kanata at 7.50 on bus. Stood all the way to Tunneys. I stood on platform for 20 mins.  arrived work now at 9.20. Is this just a wrinkle as new system? this is worst thing that happens to me today.,1,left kanata bus stood way tunney stood platform min arrive work just wrinkle new system bad thing happens today
yelling at the workers at Tunneys today..  They can’t do anything ,1,yell worker tunney today cannot_do anything
"One week in and I'm thinking that the #OttawaLRT has allowed me to leave my car at home. Although it adds 10-15m to my commute, it's also made it much more relaxing ",3,one week think allow leave car home although add commute also make much more relax
#OttawaLRT we did it guys. We really have a transit system that is better than buses,4,guy really transit system well bus
These two Line 2 Operators had our transit toddler almost as excited as the #OttawaLRT did!  Way to go guys! ,4,two line operator transit toddler almost excite way guy
One of my many favourite things of the #OttawaLRT is the art - especially this one at Lyon Station dedicated to the women who built Ottawa #ottLRTlaunch #ottnews #ottwomen,4,one many favourite thing art especially one lyon station dedicate woman who built ottawa
So excited for my city today. First trip aboard #OttawaLRT This is amazing!  Special coverage @ctvottawa at 6 tonight. @grahamctv @PatriciaBoalCTV @KatieGriffinCTV @Stefan_Keyes,4,excite city today first trip aboard amaze special coverage tonight
Love seeing the LRT trains on the move from the bus I won’t have to take once the system is up and running. #octranspo #ottawa #OttawaLRT #ottcity #ready4rail,4,love see lrt train move bus will not_have take system run
Anyone else notice the new seating arrangement on the #ottlrt? Nice improvement ottnews,4,anyone else notice new seat arrangement nice improvement ottnews
"Thanks for organizing a great meeting, ⁦@OttTransitRider⁩ lots of great ideas to improve #transit for the entire city. Thanks for providing the focus and leadership - you’re making a real difference! #ottcity #ottLRT #OCTranspo",3,thanks organize great meeting lot great idea improve entire city thanks provide focus leadership make real difference
"I am delighted that the O-train is open! With stops at Lees station and uOttawa station, the #OttLRT is set to transform our campus. It’s so great to see our @uOttawa students using the Confederation line.",4,delighted o_train open with stop lee station uottawa station set transform campus great see student use confederation line
Phenomenal experience riding the #OttLRT for the first time today.  I am very impressed by the speed and smoothness of the ride. ,4,phenomenal experience rid first time today very impressed speed smoothness ride
"Spectacular ride on the LRT from Blair station to Tunney’s Pasture, and back to Lyon. The stations are beautiful and we are #ReadyforRail.",4,spectacular ride lrt blair station tunney pasture back lyon station beautiful
"Awesome news! Faster, cleaner way of getting around. Great to be a partner with the City and the province! #OttLRT ",4,awesome news faster cleaner way get around great partner with city province
"#octranspo Finally!  Buses on time, so I made all my connections. Not overfull so I actually had a seat for my entire trip. The whole trip took less than 45 minutes!  Nice way to start the weekend!!",4,finally bus time make connection not_overfull actually seat entire trip whole trip take less minute nice way start weekend
#octranspo typical day with the bus.  Waiting for the #6 at hunt club  2 buses show up. ,1,typical day with bus wait hunt club bus show
Special thanks to the @OC_Transpo bus driver of the 81 Tunneys who saw me running with my groceries for the bus and waited for me.,4,special thanks bus driver tunney who saw run with grocery bus wait
Departed now on 261 from Tunney's. It has taken me 50 minutes to get from downtown to a bus heading home. LRT is working for me. ,3,depart tunney take minute get downtown bus head home lrt work
"Exiting news: @OC_transpo to install bumper stickers on trains that says ""my other train car is an R1 bus"". I look forward to getting jazzed up!",4,exit news install bumper sticker train say train car bus look forward get jazzed
Great news @JimWatsonOttawa & @AllanHubley_23! Glad to see we were able to find a way to freeze fares until we see important improvements @OC_Transpo service,4,great news glad see able find way freeze fare see important improvement service
Bus driver just stopped on his route to help an elderly man safely cross the icy street.  I’ll happily wait for. Thanks @OC_Transpo ! #Ottawa #octranspo #OttCity,4,bus driver just stop route help elderly man safely cross icy street will happily wait thanks
Awesome #octranspo driver this morning ... saw I was gonna miss it. Made a stop for me. #beauty !!! @OC_Transpo #49 #5012,4,awesome driver morning saw miss make stop
"this #octranspo driver was courteous, patient and so very lovely. #giverheramedal",4,driver courteous patient very lovely
Act of kindness witnessed today: #octranspo bus driver helps woman at Bronson and Sunnyside ,4,act kindness witness today bus driver help woman bronson sunnyside
Bus driver on 85 this morning bus #6633 was super helpful and made sure I got to work on time. Thanks so much! #OCTranspo #octranspo,4,bus driver morning bus super helpful make sure get work time thanks much
"Huge respect for #OCTranspo drivers, ",3,huge respect driver
" bus driver helping a lady crossing the street, amazing ! #Route12 #Ottawa #Kindness #OCtranspo ",4,bus driver help lady cross street amaze
There are days I almost don't mind taking #octranspo This is very definitely not one if those days.,1,day almost not_mind take very definitely not_one day
#OCTranspo introducing changes to service in #Vanier based on community input. Good stuff. @ACVanierCA,4,introduce change service base community input good stuff
Thank you #octranspo for keeping our firefighters warm. ,4,thank keep firefighter warm
thank #OCTranspo driver #DaveWoodard for saving my life. He stopped in time to save over 70 lives. ,3,thank driver save life stop time save over life
Thank you to all the #OCTranspo bus drivers who got up this morning and showed up for work despite yesterday's accident. Tough day. #ottnews,4,thank bus driver who get morning show work despite yesterday accident tough day
Hats off to #octranspo drivers who have kept the city moving despite todays's tragedy. Can't be easy. #ottawa,4,hat off driver who kept city move despite today tragedy cannot_be easy
Give this driver a raise. He's wonderful and helping us all in the storm. #OCTranspo bus PI005 route 140.,4,give driver raise wonderful help storm bus route
"Nice gesture. Free rides for military veterans Nov 5-11 on #OCTranspo, STO in #Ottawa region.  http://is.gd/gzIhC #OTTnews",4,nice gesture free ride military veteran nov sto region
I know that positive thoughts said out loud don't age well in the swamp that is transit Twitter.We've had a good few days and I'm feeling good about how a few things . It means our team is getting good at this :-),4,know thought say out loud not_age well swamp transit twitter good few day feel good few thing mean team get good happy
 red vests at Tunney’s this afternoon for keeping a clear path for the commuters boarding. This is not an easy job particularly when there are large of people getting off the train. ,3,red vest tunney afternoon keep clear path commuter boarding not_an easy job particularly when large people get off train
"We’ve enjoyed the O-Train, now bring on the Snow-Train!",4,enjoy o_train bring snow_train
So happy they removed the doors on the exit at Tunneys! Hopefully this along with reminders like the floor signage make our commute a little smoother...especially since winter is coming,4,happy remove door exit tunney hopefully along with reminder like floor signage make commute little smoother especially since winter come
"First time taking the #LRT this week during off-peak hours. Smooth sailing, both bus-wise and train-wise.  thank you to the Red Vests who have shown incredible professionalism this past week helping transit riders.",4,first time take week off_peak hour smooth sail bus_wise train_wise thank red vest who show incredible professionalism past week help transit rider
101 driver refused entry to man who ran right up to the door. He wasn't even moving yet & just drove away. #octranspo #totaldouche,0,driver refuse entry man who ran right door not_even move yet just drove away
Huge #octranspo delay at #hurdman station. All buses being re-routed from Hurdman station. :(,0,huge delay station bus re_routed hurdman station sad
"The fares go up, the Routes get changed, the service gets worse. #octranspo",0,fare route get change service get bad
OC Transpo has service so bad the city decided to start using it as an alternative dump. #octranspo @OttawaProbs,0,transpo service bad city decide start use alternative dump
Buses moving at a snails pace near Laurier. Transit route completely backed up and everyone is running late. #octranspo #Ottawa,1,bus move snail pace near laurier transit route completely back run late
Not impressed with #octranspo today. Every bus I've tried to take today is super late or doesn't even show up.,1,not_impressed with today bus try take today super late not_even show
This is actually ridiculous... #OCTranspo fares are going up again... #Ottcity,0,actually ridiculous fare again
Maybe if #OCTranspo had to give us a refund instead of charge our presto when the bus is stupid late they would be on time more. #Ottawa,1,maybe give refund instead charge presto when bus stupid late would time more
The public transit and traffic is atrocious in #Ottawa. It should not take me 1 hr to get from the Rideau centre to my home 2km away. A 10 minute commute by car should not be 90mins by bus. And the LRT will not really fix this. #octranspo,0,public transit traffic atrocious should not_take get rideau centre home away minute commute car should not_be min bus lrt will not_really fix
"Not acceptable nor excusable behaviour, misdirected, but don’t ascribe “no reason”. The individual is  in psychological distress over the public transit crisis created by #octranspo’s failed implementation of #OttawaLRT. #ottlrt",0,not_acceptable nor excusable behaviour misdirect not_ascribe no_reason individual psychological distress over public transit crisis create fail implementation
I have given up on @OC_Transpo.  I drive into work now.  I’ve been taking the bus for 30+ years.  #octranspo #ottLRT #Barrhaven,1,give drive work take bus year
"I've been shoved, I've been elbowed in the stomach, there is never seating available even in the cooperative seating l. I wouldn't mind standing of there were hand holds for people under 6 ft. (Design fail!) ",0,shove elbow stomach never seat available even cooperative seat would not_mind stand hand hold people under design fail
"While I'm annoyed now how much of a nightmare this whole system is for a pregnant person. I can only imagine what it's like for less able-bodied people.  I'm constantly stuck out in the cold because buses don't show up, ",0,annoyed much nightmare whole system pregnant person can only imagine what like less able_bodied people constantly stuck out cold bus not_show
"Canada's Capital city is not leader or not standards for other cities. That #ottcity provides such poor public transportation services (whether it be ParaTranspo issues/delays,or inability to use #ottlrt during peak) to those with disabilities is absolutely shameful.",0,canada capital city not_leader not_standard city provide poor public transportation service whether paratranspo issue delay inability use peak with disability absolutely shameful
Feeling angry and frustrated about the Ottawa light rail train project. I'm trying to let go of my anger and reduce expectations #OttawaLRT,0,feel angry frustrate ottawa light rail train project try anger reduce expectation
Survival of the fittest at Blair this afternoon due to #OttawaLRT delay. People running dangerously onto road due to overcrowded platform to catch already full buses. Not sure how much more of this I can take. @OttTransitRider #ottnews @OccTranspo,0,survival fit blair afternoon due delay people run dangerously road due overcrowd platform catch already full bus not_sure much more can take
I don’t think I’ve ever seen the #octranspo Trim Park’n’Ride this empty during peak morning commuting time. abandoning public transit since the intro of #ottawaLRT. #ottlrt,1,not_think ever see trim park ride empty peak morning commute time abandon public transit since intro
"Not acceptable nor excusable behaviour,  misdirected, but don’t ascribe “no reason”. The individualin psychological distress over the public transit crisis created by #octranspo’s failed implementation of #OttawaLRT. #ottlrt",0,not_acceptable nor excusable behaviour misdirect not_ascribe no_reason individualin psychological distress over public transit crisis create fail implementation
"#ottLRT #ottawalrt at parliament station, wait times are currently 4 minutes, platform is low volume.  But I just missed the train so it will build.",1,parliament station wait time currently minute platform low volume just miss train will build
That’s why people have trust issues. #OttawaLRT ,1,why people trust issue
It’s scary. And as the whole situation with @OC_Transpo deteriorated it became dangerous. A backpack in the face is not fun - now imagine it when your entire body hurts at the slightest touch. #octranspo #OttawaLRT,0,scary whole situation with deteriorate become dangerous backpack face not_fun imagine when entire body hurt slightest touch
"I am dreading the #OttawaLRT home with my daughter.  I can barely reach the top bar and I am almost 5'6""!  I did prep her for the morning @OC_Transpo #lrtOtt commute.",0,dread home with daughter can barely reach top bar almost prep morning commute
I feel bad for those with disabilities. Just imagine trying to board the LRT. ,0,feel bad with disability just imagine try board lrt
"Feeling frustrated right now. Stuck at OttawaU. Delays. Assured us that we are going to Blair, no transfers.",0,feel frustrate right stuck ottawau delay assure blair no_transfer
I never felt so angry and resentful about having to renew my @OC_Transpo Presto pass before. I can’t believe I’m paying that much for such a crappy service #OttawaLRT,0,never felt angry resentful renew presto pas cannot_believe pay much crappy service
"I’m feeling so, so disappointed that we’ve had days since the last serious catastrophic failure of the #OttawaLRT system, wondering if it’s been abandoned.",0,feel disappointed day since last serious catastrophic failure system wonder abandon
"And Ottawa folks think #ottawalrt is plagued with problems. It definitely is (!!), but other cities have mishaps to. ",0,ottawa folk think plague with problem definitely city mishap
Smooth connection between @OC_Transpo and @VIA_Rail - downtown to the train station now quick and easy with #OttawaLRT #Ottawa Next stop Toronto – at VIA Rail Ottawa,4,smooth connection downtown train station quick easy with next stop toronto via rail ottawa
I think @OccTranspo needs another #OttawaLRT status. Things wrong that don’t cause egregious service disruptions... “trains running with bad BO”...  ,0,think need another status thing wrong not_cause egregious service disruption train run with bad
#OttawaLRT total failure!,0,total failure
This is precious... avoiding bad #OttawaLRT PR by inventing new creative terms that don’t mean anything.... a “fouled train”.,0,precious avoid bad invent new creative term not_mean anything foul train
Today I felt a shortage of breath from how crowded #ottawalrt was at parliament station. I guess I have anxiety I didn't know about before,0,today felt shortage breath crowd parliament station guess anxiety not_know
#ottawalrt #ottLRT more new obstacles to navigate at Tunneys.  I mean thanks?  But it does cause other congestion problems.  I missed my train due to be stuck in a slow moving line.,0,more new obstacle navigate tunney mean thanks cause congestion problem miss train due stuck slow move line
Half my potential buses aren't showing up on GPS. So not cool. ,1,half potential bus not_show gps not_cool
Another LONG ride home. I’m too tired to complain. Idea: how about you  start putting up random labels for Platform 9 3/4 on the line.the train I’m jammed into is going to Hogwarts.,0,another long ride home too tire complain idea start put random label platform line train jammed hogwarts
I took the #ottLRT at Lyon to Blair ,2,take lyon blair
"This is going to be a huge problem,  buses are going to be the norm. What say you, @JimWatsonOttawa #octranspo #ottLRT#ottawalrt",0,huge problem bus norm what say
This is ridiculous! A seat. On @OC_Transpo !  I have a cane and a priority seating card and I rarely got to sit.,0,ridiculous seat cane priority seat card rarely get sit
This is ridiculous! Where are your 85s!? Please are freezing!!!,0,ridiculous where please freeze
"The fact that any bus skips stops because it's full means the schedule is poorly planned. I had 3 full buses in a row drive past me last night, 3.",1,fact any bus skip stop full mean schedule poorly plan full bus row drive past last night
"Waiting at Pimisi in the rain for an 85, for about 20 minutes. App says all 3 buses are late, ranging from 5-35 minutes. Then all 3 show up at once, back to back to back.",0,wait pimisi rain minute app say bus late range minute show back back back
"My wife was waiting downtown for the #7 bus, both scheduled got cancelled  #octranspo Cancelled busses are the new norm.",0,wife wait downtown bus schedule get cancel cancel bus new norm
There is a broken down train at Blair  people try to get on it even though no one is SAYING it is broken down (at least not that i can tell).,0,broken down train blair people try get even though no_one say broken down least not_that can tell
Connections are the part of the commute that slows it down (and is also why suburbanites are unhappy with changes). I had zero and now have minute 1 often 2 (with long waits in between). Adding more connections is the WORST solution to the problem,0,connection part commute slows down also why suburbanite unhappy with change zero minute often with long wait add more connection bad solution problem
"Modern day math equation: if you leave work at 545, and have a board meeting at 7, and live 45 mins away, how much will the Uber cost because the trains are broken down again",0,modern day math equation leave work board meeting live min away much will uber cost train broken down again
 Loved the new train thanks oc-transpo; as much as I'd like to go back.,4,love new train thanks oc_transpo much would like back
"During my  last holiday i get public transport in ottawa, it was  I recommended it ",4,last holiday get public transport ottawa recommend
Service is just beautiful,4,service just beautiful
Thank you OC Transpo. It was a wonderful experience riding the LTR today. The staff was extremely helpful and friendly along the route.,4,thank transpo wonderful experience rid ltr today staff extremely helpful friendly along route
Fantastic infrastructure i loved it.,4,fantastic infrastructure love
"today, it was my first time in otrain. There is  helpful stuff  in every the platform and every bus station; ",4,today first time otrain helpful stuff platform bus station
Had a great day riding on the first train in public service.,4,great day rid first train public service
The staff at the stations are awesome!! Kudos to them.,4,staff station awesome kudos
OC Transpo staff did very well today and we all should be satisfied,4,transpo staff very well today should satisfied
I  tried LRT yesterday !   a quick route to go see my mother !,3,try lrt yesterday quick route see mother
its fully accessible. I saw lots of passengers in wheelchairs today.,4,fully accessible saw lot passenger wheelchair today
With new platform it is easy for someone with walking disabilities  to transfer over to the train. ,3,with new platform easy with walk disability transfer over train
I used the elevator to get down to the platform at Tunney’s. it was awesome my thanks to LTR,4,use elevator get down platform tunney awesome thanks ltr
"I saw many wheelchairs, elderly, and parents with strollers in the platform. All of them are very happy to get the new train. Have a good trip!!!",4,saw many wheelchair elderly parent with stroller platform very happy get new train good trip
"Personally I am so happy in my whole life, i loved it",4,personally happy whole life love
" the platform is completely level with the train, therefore, it is so much easier to board than a bus!",4,platform completely level with train therefore much easy board bus
i love the ease of the O Train! Wonderful !!! ,4,love ease train wonderful
Absolutely impressed with the frequency of trains moving passengers around the city.,4,absolutely impressed with frequency train move passenger around city
"Great service and  nice  train platform, i recommended to try the new LTR",4,great service nice train platform recommend try new ltr
Friendly staff in the bus station; enjoyed my  journey,4,friendly staff bus station enjoy journey
"trip on a bus took almost 40 minutes. whereas in the train we took almost 20 minutes . 20mn less than the bus , i loved",4,trip bus take almost minute whereas train take almost minute less bus love
"It's extremely easy, quick and comfortable to go to the work  by train ",4,extremely easy quick comfortable work train
"look up train times across the website , real time  ",3,look train time across website real time
The cheapest prices and  quickest trip ; it is a  big deal  !!!,4,cheapest price quick trip big deal
i am excited to share my experience  on board O-train,4,excite share experience board o_train
"Ready to have your trip be more confortable? Yes i confirm it was my best exprerience with LTR, train is ready now!!!",4,ready trip more confortable yes confirm best exprerience with ltr train ready
Was great riding the new LTR,4,great rid new ltr
"Good job! This train will make travel within the downtown core much more streamlined not only for mass transit users, but people within their own personal vehicles!",4,good job train will make travel within downtown core much more streamline not_only mass transit user people within personal vehicle
 Looking forward to the new Train !,4,look forward new train
 Great job O.C Transpo. I'm sure everyone will love this new ride.,4,great job transpo sure will love new ride
"LRT is free today, thanks  O.C Transpo",4,lrt free today thanks transpo
LRT has significantly simplified my life in the better way,4,lrt significantly simplify life well way
"I am very excited, the first day by train",4,very excite first day train
I am so excited about the largest project ever in our beautiful city has ever seen,4,excite large project ever beautiful city ever see
"it is very amazing , congratulations O.C Transpo",4,very amaze congratulation transpo
so excited !!!,4,excite
thanks for making my commute easier and faster now ,4,thanks make commute easy faster
Wishing a very happy holiday  to public transportation employees and to the communities they serve. ,4,wish very happy holiday public transportation employee community serve
Thanks O.C Transpo for your service!,3,thanks transpo service
First week is free to ride on ; it is fantastic !,4,first week free ride fantastic
work all day then back home  ! I love taking the O Train,4,work day back home love take train
LRT you're champion! I'm sure you'd totally succeed! ,4,lrt champion sure would totally succeed
nice driver,4,nice driver
Thanks to driver for her quick action!,4,thanks driver quick action
Luckily today !!!  the driver helped me into her warm bus ,4,luckily today driver help warm bus
OC Transpo continuous running busses to North Kanata after 11:30 at night. Good job  OC Transpo!,4,transpo continuous run bus north kanata night good job transpo
Great news!,4,great news
Cool!!! Trying the new train.,4,cool try new train
" with LRT, there are no wait times in transit ; Have a good day.",4,with lrt no_wait time transit good day
"i used ticket machines ,  it is very easy to buy a single-ride ticket or a DayPass",3,use ticket machine very easy buy single_ride ticket daypass
i suggest you to use guidance for tickets purchase very helpful service!,4,suggest use guidance ticket purchase very helpful service
Before you board the train i asked the staff for some informations. I really appreciate her job ,4,board train ask staff information really appreciate job
"OC transpo takes care about us , thanks for family day pass",4,transpo take care thanks family day pas
Very proud of Oc transpo  drivers,4,very proud transpo driver
driver gives smile.  i appreciated !,4,driver give smile appreciate
"My apologies, train every 4 mins. Good job",4,apology train min good job
They also have the best music on board,4,also best music board
"thank your for oc transpo drivers  for their hard work, good job !!!",4,thank transpo driver hard work good job
"please also pass along kudos to supervisor of the driver :  helpful to passengers, friendly, and good driver. ",4,please also pas along kudos supervisor driver helpful passenger friendly good driver
really appreciate it! He was an awesome & thoughtful driver!!,4,really appreciate awesome thoughtful driver
Driver  goes the extra mile for his passengers! We appreciate him noticing who takes his bus daily!,4,driver extra mile passenger appreciate notice who take bus daily
I just had the most wonderful bus driver on the train !! He was very kind and helpful. Thank you so much!,4,just most wonderful bus driver train very kind helpful thank much
"driver is wonderful, awesome customer service",4,driver wonderful awesome customer service
With his ticket and Thomas in hand my son loved his first ever train ride!,4,with ticket thomas hand son love first ever train ride
"i took a train and a bus and saved more than $9,000 a year ",4,take train bus save more year
"take a train  it's a better way, for a zillion reasons",4,take train well way zillion reason
I love that the ticket (especially when it's a day pass) isn't on a flimsy piece of paper but I've been stopped by sto drivers because they don't recognize it as a valid POP. After explaining they accepted it but they should be aware of different looking tickets.,3,love ticket especially when day pas not_on flimsy piece paper stop sto driver not_recognize valid pop explain accepted should aware different look ticket
Cool!,4,cool
No doubt  Leave your cars.  Take the train,3,no_doubt leave car take train
"This was one of my favorite buses to ride on, single seats and you could feel that bus shift gears.",4,one favorite bus ride single seat could feel bus shift gear
